Numer konta księgowego,Nazwa konta księgowego,Nazwa dokumentu,Numer dokumentu,Data wystawienia dokumentu,Kwota dokumentu,Kwota WN,Data zapłaty,Dokument rozliczeniowy,Opis wydatku,Podmiot
520-10-022-1-101,Zużycie materiałów biurowych,,FV/1868/08/2024,2024-08-19,110.41,110.41,2024-08-27,WB/133-127/24/1168/1,papier biurowy,
580-70-088-1-107,Inne wydatki,,FV/7504/03/2024,2024-03-23,242.79,242.79,2024-04-22,WB/133-127/24/7994/1,różne wydatki,Tech Solutions Sp. z o.o.
530-20-033-1-102,Usługi obce,,8890/2024,2024-07-23,907.4,907.4,2024-07-26,WB/133-127/24/2508/2,usługi serwisowe,Tech Solutions Sp. z o.o.
550-40-055-1-104,Reklama i marketing,,FV/9285/10/2024,2024-10-23,3898.79,3898.79,2024-11-05,WB/133-127/24/2135/1,reklama i marketing,
570-60-077-1-106,Zakupy IT,,FV/59/11/2024,2024-11-23,7056.5,7056.5,2024-12-09,RZ/2024/11/2829,zakupy IT,Natalia Stankiewicz Merea
540-30-044-1-103,Koszty delegacji,,1783/2024,2024-11-01,536.45,536.45,2024-11-09,WB/133-127/24/0840/1,koszty delegacji,
580-70-088-1-107,Inne wydatki,,FV/710/05/2024,2024-05-02,351.69,351.69,2024-05-15,WB/133-127/24/5545/1,niekategoryzowane wydatki,
540-30-044-1-103,Koszty delegacji,,8376/2024,2024-03-29,3594.58,3594.58,2024-04-01,RZ/2024/03/9490,koszty delegacji,Firma Drukarska XYZ
580-70-088-1-107,Inne wydatki,,9727/2024,2024-06-18,940.24,940.24,2024-07-14,RZ/2024/06/7081,różne wydatki,Biuro Administracji Sp. z o.o.
520-10-022-1-101,Zużycie materiałów biurowych,,FV/2178/04/2024,2024-04-01,989.7,989.7,2024-04-02,WB/133-127/24/6094/1,materiały biurowe,Natalia Stankiewicz Merea
540-30-044-1-103,Koszty delegacji,,FV/9081/03/2024,2024-03-21,1815.05,1815.05,2024-04-14,WB/133-127/24/5141/1,koszty delegacji,
550-40-055-1-104,Reklama i marketing,,FV/6981/10/2024,2024-10-19,650.64,650.64,2024-10-26,WB/133-127/24/9549/1,kampania reklamowa,
520-10-022-1-101,Zużycie materiałów biurowych,,610/2024,2024-09-20,836.1,836.1,2024-10-17,RZ/2024/09/7901,materiały biurowe,Centrum Serwisowe
570-60-077-1-106,Zakupy IT,,3104/2024,2024-09-01,1300.1,1300.1,2024-09-22,RZ/2024/09/0937,sprzęt komputerowy,
550-40-055-1-104,Reklama i marketing,,FV/9623/11/2024,2024-11-15,5900.6,5900.6,2024-11-23,RZ/2024/11/0918,kampania reklamowa,Firma Drukarska XYZ
560-50-066-1-105,Transport i spedycja,,1819/2024,2024-10-01,1748.78,1748.78,2024-10-18,RZ/2024/10/5716,transport i spedycja,
570-60-077-1-106,Zakupy IT,,4457/2024,2024-03-02,8825.14,8825.14,2024-03-18,RZ/2024/03/5245,sprzęt komputerowy,
530-20-033-1-102,Usługi obce,,FV/3476/04/2024,2024-04-02,354.8,354.8,2024-04-21,RZ/2024/04/4893,naprawy i konserwacja,Firma Drukarska XYZ
530-20-033-1-102,Usługi obce,,FV/8673/08/2024,2024-08-19,190.25,190.25,2024-08-31,WB/133-127/24/0272/1,przegląd techniczny,
580-70-088-1-107,Inne wydatki,,6905/2024,2024-07-05,709.81,709.81,2024-08-02,RZ/2024/07/5721,różne wydatki,Centrum Serwisowe
560-50-066-1-105,Transport i spedycja,,9894/2024,2024-11-08,1710.91,1710.91,2024-11-20,RZ/2024/11/9109,transport i spedycja,
580-70-088-1-107,Inne wydatki,,260/2024,2024-05-23,771.6,771.6,2024-06-22,WB/133-127/24/1303/1,różne wydatki,
580-70-088-1-107,Inne wydatki,,6942/2024,2024-05-24,1082.92,1082.92,2024-06-01,WB/133-127/24/8468/2,różne wydatki,
540-30-044-1-103,Koszty delegacji,,FV/6461/10/2024,2024-10-30,304.2,304.2,2024-11-02,RZ/2024/10/4997,koszty delegacji,Natalia Stankiewicz Merea
520-10-022-1-101,Zużycie materiałów biurowych,,FV/2151/05/2024,2024-05-30,633.85,633.85,2024-06-17,RZ/2024/05/1170,materiały biurowe,
540-30-044-1-103,Koszty delegacji,,FV/1023/10/2024,2024-10-08,883.54,883.54,2024-10-20,RZ/2024/10/4883,koszty delegacji,MASTER BIURO S.C. MAREK KUROWSKI
530-20-033-1-102,Usługi obce,,FV/6947/06/2024,2024-06-07,1438.71,1438.71,2024-06-09,RZ/2024/06/3921,usługi serwisowe,Tech Solutions Sp. z o.o.
530-20-033-1-102,Usługi obce,,1616/2024,2024-05-08,1581.28,1581.28,2024-05-09,WB/133-127/24/8977/1,serwis komputerowy,Centrum Serwisowe
550-40-055-1-104,Reklama i marketing,,3649/2024,2024-11-18,2813.05,2813.05,2024-12-18,WB/133-127/24/8048/1,materiały promocyjne,
530-20-033-1-102,Usługi obce,,1156/2024,2024-04-01,1294.63,1294.63,2024-04-14,RZ/2024/04/1196,usługi serwisowe,Tech Solutions Sp. z o.o.
540-30-044-1-103,Koszty delegacji,,336/2024,2024-05-07,1332.95,1332.95,2024-05-08,RZ/2024/05/6360,koszty delegacji,Biuro Administracji Sp. z o.o.
560-50-066-1-105,Transport i spedycja,,FV/6060/08/2024,2024-08-22,1831.16,1831.16,2024-09-17,WB/133-127/24/2566/1,logistyka,Natalia Stankiewicz Merea
580-70-088-1-107,Inne wydatki,,5007/2024,2024-07-24,661.62,661.62,2024-08-19,WB/133-127/24/8829/2,inne,
570-60-077-1-106,Zakupy IT,,FV/3308/09/2024,2024-09-03,6018.51,6018.51,2024-09-07,WB/133-127/24/3954/2,sprzęt komputerowy,Firma Drukarska XYZ
520-10-022-1-101,Zużycie materiałów biurowych,,FV/6020/07/2024,2024-07-06,364.99,364.99,2024-07-15,RZ/2024/07/7623,pieczątki,Firma Drukarska XYZ
530-20-033-1-102,Usługi obce,,FV/9838/08/2024,2024-08-02,1690.34,1690.34,2024-08-12,RZ/2024/08/1787,przegląd techniczny,Firma Drukarska XYZ
570-60-077-1-106,Zakupy IT,,FV/6135/06/2024,2024-06-23,8254.09,8254.09,2024-07-04,RZ/2024/06/1678,sprzęt komputerowy,Centrum Serwisowe
570-60-077-1-106,Zakupy IT,,2021/2024,2024-03-28,1454.88,1454.88,2024-04-16,RZ/2024/03/9660,oprogramowanie,Tech Solutions Sp. z o.o.
580-70-088-1-107,Inne wydatki,,4715/2024,2024-07-18,454.68,454.68,2024-07-26,WB/133-127/24/9316/1,inne,Tech Solutions Sp. z o.o.
550-40-055-1-104,Reklama i marketing,,FV/6103/03/2024,2024-03-18,5132.63,5132.63,2024-03-27,WB/133-127/24/8412/1,kampania reklamowa,Natalia Stankiewicz Merea
570-60-077-1-106,Zakupy IT,,3708/2024,2024-06-13,2140.15,2140.15,2024-07-11,WB/133-127/24/9528/2,zakupy IT,MASTER BIURO S.C. MAREK KUROWSKI
580-70-088-1-107,Inne wydatki,,FV/8280/05/2024,2024-05-28,815.58,815.58,2024-06-15,RZ/2024/05/7489,inne,Biuro Administracji Sp. z o.o.
580-70-088-1-107,Inne wydatki,,FV/5080/01/2024,2024-01-01,622.21,622.21,2024-01-29,RZ/2024/01/2615,inne,Natalia Stankiewicz Merea
550-40-055-1-104,Reklama i marketing,,8699/2024,2024-09-17,3746.81,3746.81,2024-09-19,RZ/2024/09/0146,materiały promocyjne,Firma Drukarska XYZ
530-20-033-1-102,Usługi obce,,FV/2599/11/2024,2024-11-17,236.56,236.56,2024-11-21,RZ/2024/11/5326,usługi serwisowe,MASTER BIURO S.C. MAREK KUROWSKI
570-60-077-1-106,Zakupy IT,,FV/1389/04/2024,2024-04-03,6070.84,6070.84,2024-04-07,WB/133-127/24/2807/2,sprzęt komputerowy,
570-60-077-1-106,Zakupy IT,,FV/1965/04/2024,2024-04-10,8277.12,8277.12,2024-04-30,RZ/2024/04/9017,zakupy IT,Biuro Administracji Sp. z o.o.
550-40-055-1-104,Reklama i marketing,,79/2024,2024-09-14,3654.4,3654.4,2024-09-15,WB/133-127/24/8751/2,kampania reklamowa,Firma Drukarska XYZ
580-70-088-1-107,Inne wydatki,,4045/2024,2024-07-24,916.78,916.78,2024-08-01,WB/133-127/24/9854/1,inne,PHPU Kseromax Sp. z o.o.
550-40-055-1-104,Reklama i marketing,,FV/9433/10/2024,2024-10-24,1423.69,1423.69,2024-11-21,RZ/2024/10/5255,kampania reklamowa,PHPU Kseromax Sp. z o.o.
520-10-022-1-101,Zużycie materiałów biurowych,,FV/8990/01/2024,2024-01-04,890.76,890.76,2024-01-07,RZ/2024/01/4770,papier biurowy,
550-40-055-1-104,Reklama i marketing,,FV/7816/05/2024,2024-05-23,4285.37,4285.37,2024-06-02,WB/133-127/24/3597/2,reklama i marketing,
560-50-066-1-105,Transport i spedycja,,FV/8334/07/2024,2024-07-21,226.46,226.46,2024-08-20,WB/133-127/24/0413/2,transport i spedycja,Natalia Stankiewicz Merea
520-10-022-1-101,Zużycie materiałów biurowych,,9100/2024,2024-04-16,134.84,134.84,2024-04-29,RZ/2024/04/1118,ksero,PHPU Kseromax Sp. z o.o.
560-50-066-1-105,Transport i spedycja,,3012/2024,2024-05-10,451.5,451.5,2024-05-29,WB/133-127/24/9254/2,przewóz towarów,Natalia Stankiewicz Merea
570-60-077-1-106,Zakupy IT,,6513/2024,2024-09-27,9681.98,9681.98,2024-09-30,WB/133-127/24/7813/1,sprzęt komputerowy,Centrum Serwisowe
570-60-077-1-106,Zakupy IT,,FV/9519/03/2024,2024-03-13,6452.48,6452.48,2024-03-29,WB/133-127/24/8220/1,zakupy IT,Firma Drukarska XYZ
570-60-077-1-106,Zakupy IT,,8087/2024,2024-02-09,1759.75,1759.75,2024-02-22,RZ/2024/02/3079,zakupy IT,
560-50-066-1-105,Transport i spedycja,,FV/582/03/2024,2024-03-22,2168.79,2168.79,2024-04-21,RZ/2024/03/5987,transport i spedycja,Biuro Administracji Sp. z o.o.
570-60-077-1-106,Zakupy IT,,9777/2024,2024-11-26,6552.07,6552.07,2024-12-05,WB/133-127/24/0305/2,zakupy IT,
570-60-077-1-106,Zakupy IT,,FV/2514/10/2024,2024-10-06,4147.38,4147.38,2024-11-03,WB/133-127/24/4554/2,zakupy IT,
570-60-077-1-106,Zakupy IT,,3339/2024,2024-05-20,2725.95,2725.95,2024-06-05,RZ/2024/05/0772,oprogramowanie,Biuro Administracji Sp. z o.o.
580-70-088-1-107,Inne wydatki,,563/2024,2024-10-24,776.48,776.48,2024-11-15,RZ/2024/10/9324,niekategoryzowane wydatki,Natalia Stankiewicz Merea
570-60-077-1-106,Zakupy IT,,9047/2024,2024-06-03,8895.46,8895.46,2024-06-10,RZ/2024/06/2989,sprzęt komputerowy,Centrum Serwisowe
550-40-055-1-104,Reklama i marketing,,FV/3025/03/2024,2024-03-13,3776.03,3776.03,2024-04-05,RZ/2024/03/3962,materiały promocyjne,Natalia Stankiewicz Merea
580-70-088-1-107,Inne wydatki,,7675/2024,2024-10-23,969.94,969.94,2024-11-02,WB/133-127/24/4216/2,niekategoryzowane wydatki,Tech Solutions Sp. z o.o.
550-40-055-1-104,Reklama i marketing,,FV/2273/10/2024,2024-10-04,4592.83,4592.83,2024-10-31,WB/133-127/24/4113/1,reklama i marketing,Natalia Stankiewicz Merea
580-70-088-1-107,Inne wydatki,,4226/2024,2024-03-23,425.29,425.29,2024-04-05,RZ/2024/03/7905,różne wydatki,Natalia Stankiewicz Merea
540-30-044-1-103,Koszty delegacji,,FV/5319/06/2024,2024-06-16,375.08,375.08,2024-06-25,WB/133-127/24/3146/1,koszty delegacji,
530-20-033-1-102,Usługi obce,,4705/2024,2024-02-23,2237.24,2237.24,2024-02-28,WB/133-127/24/4283/2,usługi serwisowe,Firma Drukarska XYZ
520-10-022-1-101,Zużycie materiałów biurowych,,438/2024,2024-04-24,1178.69,1178.69,2024-05-16,RZ/2024/04/8042,materiały biurowe,Centrum Serwisowe
570-60-077-1-106,Zakupy IT,,FV/5943/01/2024,2024-01-31,608.96,608.96,2024-02-21,RZ/2024/01/2859,oprogramowanie,Natalia Stankiewicz Merea
550-40-055-1-104,Reklama i marketing,,7153/2024,2024-11-18,1467.62,1467.62,2024-12-02,RZ/2024/11/5453,materiały promocyjne,Biuro Administracji Sp. z o.o.
550-40-055-1-104,Reklama i marketing,,5328/2024,2024-08-25,533.99,533.99,2024-09-07,WB/133-127/24/4278/1,kampania reklamowa,Centrum Serwisowe
560-50-066-1-105,Transport i spedycja,,FV/3811/04/2024,2024-04-29,648.71,648.71,2024-05-04,RZ/2024/04/3611,logistyka,MASTER BIURO S.C. MAREK KUROWSKI
570-60-077-1-106,Zakupy IT,,FV/7159/01/2024,2024-01-31,7139.65,7139.65,2024-02-28,RZ/2024/01/3653,zakupy IT,Natalia Stankiewicz Merea
550-40-055-1-104,Reklama i marketing,,FV/617/01/2024,2024-01-06,3917.92,3917.92,2024-01-15,WB/133-127/24/5635/2,kampania reklamowa,MASTER BIURO S.C. MAREK KUROWSKI
540-30-044-1-103,Koszty delegacji,,FV/3047/10/2024,2024-10-15,3036.53,3036.53,2024-10-30,WB/133-127/24/0253/2,koszty delegacji,MASTER BIURO S.C. MAREK KUROWSKI
540-30-044-1-103,Koszty delegacji,,FV/8776/07/2024,2024-07-18,1561.65,1561.65,2024-08-04,RZ/2024/07/7834,koszty delegacji,PHPU Kseromax Sp. z o.o.
580-70-088-1-107,Inne wydatki,,FV/9732/01/2024,2024-01-25,392.85,392.85,2024-02-11,WB/133-127/24/3839/1,niekategoryzowane wydatki,Biuro Administracji Sp. z o.o.
530-20-033-1-102,Usługi obce,,4470/2024,2024-08-28,1888.1,1888.1,2024-09-03,RZ/2024/08/9699,naprawy i konserwacja,MASTER BIURO S.C. MAREK KUROWSKI
570-60-077-1-106,Zakupy IT,,644/2024,2024-10-30,5191.51,5191.51,2024-11-05,RZ/2024/10/2512,zakupy IT,MASTER BIURO S.C. MAREK KUROWSKI
560-50-066-1-105,Transport i spedycja,,FV/9526/10/2024,2024-10-18,2172.14,2172.14,2024-10-27,RZ/2024/10/4177,transport i spedycja,
560-50-066-1-105,Transport i spedycja,,8532/2024,2024-05-27,341.78,341.78,2024-06-16,WB/133-127/24/6589/1,transport i spedycja,
520-10-022-1-101,Zużycie materiałów biurowych,,1211/2024,2024-04-20,1525.29,1525.29,2024-05-01,RZ/2024/04/2683,materiały biurowe,MASTER BIURO S.C. MAREK KUROWSKI
560-50-066-1-105,Transport i spedycja,,3950/2024,2024-03-25,532.25,532.25,2024-04-19,RZ/2024/03/5614,transport i spedycja,Natalia Stankiewicz Merea
530-20-033-1-102,Usługi obce,,5929/2024,2024-05-16,1373.38,1373.38,2024-06-07,RZ/2024/05/9012,przegląd techniczny,MASTER BIURO S.C. MAREK KUROWSKI
570-60-077-1-106,Zakupy IT,,8523/2024,2024-05-28,9161.87,9161.87,2024-05-30,WB/133-127/24/5173/1,zakupy IT,Firma Drukarska XYZ
580-70-088-1-107,Inne wydatki,,FV/7875/02/2024,2024-02-06,488.0,488.0,2024-03-01,RZ/2024/02/9249,niekategoryzowane wydatki,PHPU Kseromax Sp. z o.o.
560-50-066-1-105,Transport i spedycja,,FV/3630/03/2024,2024-03-22,1998.1,1998.1,2024-04-04,WB/133-127/24/8253/1,logistyka,Biuro Administracji Sp. z o.o.
530-20-033-1-102,Usługi obce,,223/2024,2024-04-21,781.04,781.04,2024-05-06,RZ/2024/04/2854,naprawy i konserwacja,Natalia Stankiewicz Merea
570-60-077-1-106,Zakupy IT,,7663/2024,2024-07-04,1419.48,1419.48,2024-07-19,WB/133-127/24/7844/2,zakupy IT,MASTER BIURO S.C. MAREK KUROWSKI
560-50-066-1-105,Transport i spedycja,,FV/5877/10/2024,2024-10-29,1412.27,1412.27,2024-11-06,RZ/2024/10/1620,transport i spedycja,
520-10-022-1-101,Zużycie materiałów biurowych,,5300/2024,2024-08-24,1423.7,1423.7,2024-08-26,WB/133-127/24/4153/2,papier biurowy,MASTER BIURO S.C. MAREK KUROWSKI
540-30-044-1-103,Koszty delegacji,,5557/2024,2024-05-10,1105.21,1105.21,2024-05-30,WB/133-127/24/6802/1,koszty delegacji,PHPU Kseromax Sp. z o.o.
580-70-088-1-107,Inne wydatki,,FV/5508/06/2024,2024-06-12,246.19,246.19,2024-07-10,WB/133-127/24/0071/1,niekategoryzowane wydatki,Firma Drukarska XYZ
580-70-088-1-107,Inne wydatki,,FV/6133/11/2024,2024-11-03,630.3,630.3,2024-11-29,WB/133-127/24/7709/2,różne wydatki,
540-30-044-1-103,Koszty delegacji,,FV/6987/07/2024,2024-07-19,1056.69,1056.69,2024-07-24,WB/133-127/24/8078/2,koszty delegacji,
540-30-044-1-103,Koszty delegacji,,5506/2024,2024-08-14,3331.13,3331.13,2024-09-08,WB/133-127/24/0442/1,koszty delegacji,Natalia Stankiewicz Merea
550-40-055-1-104,Reklama i marketing,,FV/27/10/2024,2024-10-19,1587.42,1587.42,2024-10-29,WB/133-127/24/3642/1,reklama i marketing,
560-50-066-1-105,Transport i spedycja,,1487/2024,2024-11-08,795.83,795.83,2024-11-29,WB/133-127/24/0239/2,transport i spedycja,Biuro Administracji Sp. z o.o.
530-20-033-1-102,Usługi obce,,8267/2024,2024-07-07,1826.72,1826.72,2024-07-10,WB/133-127/24/3371/1,usługi serwisowe,PHPU Kseromax Sp. z o.o.
570-60-077-1-106,Zakupy IT,,9093/2024,2024-02-20,1647.62,1647.62,2024-02-27,RZ/2024/02/5242,oprogramowanie,Natalia Stankiewicz Merea
570-60-077-1-106,Zakupy IT,,FV/1903/11/2024,2024-11-21,7692.08,7692.08,2024-12-14,WB/133-127/24/7338/2,zakupy IT,
540-30-044-1-103,Koszty delegacji,,8943/2024,2024-01-28,3773.9,3773.9,2024-02-18,RZ/2024/01/6438,koszty delegacji,
550-40-055-1-104,Reklama i marketing,,1618/2024,2024-11-13,3245.05,3245.05,2024-12-06,RZ/2024/11/8244,kampania reklamowa,Centrum Serwisowe
540-30-044-1-103,Koszty delegacji,,4042/2024,2024-05-16,1542.41,1542.41,2024-05-25,WB/133-127/24/7447/1,koszty delegacji,
530-20-033-1-102,Usługi obce,,6878/2024,2024-07-10,1218.79,1218.79,2024-07-12,WB/133-127/24/3069/2,naprawy i konserwacja,MASTER BIURO S.C. MAREK KUROWSKI
520-10-022-1-101,Zużycie materiałów biurowych,,743/2024,2024-03-05,53.52,53.52,2024-03-18,WB/133-127/24/7664/1,pieczątki,
550-40-055-1-104,Reklama i marketing,,FV/8201/09/2024,2024-09-06,324.06,324.06,2024-09-14,RZ/2024/09/8136,materiały promocyjne,MASTER BIURO S.C. MAREK KUROWSKI
580-70-088-1-107,Inne wydatki,,FV/1867/04/2024,2024-04-27,384.26,384.26,2024-05-23,WB/133-127/24/8880/1,różne wydatki,
580-70-088-1-107,Inne wydatki,,FV/6761/05/2024,2024-05-16,428.04,428.04,2024-06-15,RZ/2024/05/3591,inne,Centrum Serwisowe
580-70-088-1-107,Inne wydatki,,7455/2024,2024-07-28,560.58,560.58,2024-08-20,RZ/2024/07/6020,niekategoryzowane wydatki,PHPU Kseromax Sp. z o.o.
530-20-033-1-102,Usługi obce,,6882/2024,2024-01-28,2706.1,2706.1,2024-02-21,WB/133-127/24/9763/1,usługi serwisowe,Biuro Administracji Sp. z o.o.
570-60-077-1-106,Zakupy IT,,1425/2024,2024-07-28,615.33,615.33,2024-07-30,WB/133-127/24/1023/1,zakupy IT,Tech Solutions Sp. z o.o.
580-70-088-1-107,Inne wydatki,,519/2024,2024-06-03,458.02,458.02,2024-06-19,WB/133-127/24/1011/2,inne,
530-20-033-1-102,Usługi obce,,6848/2024,2024-04-22,814.71,814.71,2024-04-28,RZ/2024/04/5236,naprawy i konserwacja,
570-60-077-1-106,Zakupy IT,,639/2024,2024-11-23,5719.93,5719.93,2024-12-19,WB/133-127/24/6842/2,zakupy IT,
530-20-033-1-102,Usługi obce,,FV/6573/06/2024,2024-06-27,1059.68,1059.68,2024-07-20,RZ/2024/06/3522,przegląd techniczny,PHPU Kseromax Sp. z o.o.
530-20-033-1-102,Usługi obce,,FV/4429/03/2024,2024-03-06,280.28,280.28,2024-04-02,RZ/2024/03/2012,naprawy i konserwacja,MASTER BIURO S.C. MAREK KUROWSKI
540-30-044-1-103,Koszty delegacji,,FV/4071/01/2024,2024-01-03,1530.35,1530.35,2024-01-20,RZ/2024/01/0423,koszty delegacji,Firma Drukarska XYZ
570-60-077-1-106,Zakupy IT,,FV/6161/06/2024,2024-06-25,5474.39,5474.39,2024-07-12,WB/133-127/24/5159/1,oprogramowanie,MASTER BIURO S.C. MAREK KUROWSKI
530-20-033-1-102,Usługi obce,,4650/2024,2024-08-07,2424.51,2424.51,2024-08-10,RZ/2024/08/6012,usługi serwisowe,Tech Solutions Sp. z o.o.
550-40-055-1-104,Reklama i marketing,,FV/3344/04/2024,2024-04-05,2867.2,2867.2,2024-04-06,RZ/2024/04/6457,kampania reklamowa,
530-20-033-1-102,Usługi obce,,5569/2024,2024-08-11,1699.04,1699.04,2024-08-20,WB/133-127/24/5928/1,naprawy i konserwacja,
520-10-022-1-101,Zużycie materiałów biurowych,,FV/3865/04/2024,2024-04-18,149.06,149.06,2024-04-30,RZ/2024/04/6510,ksero,Centrum Serwisowe
530-20-033-1-102,Usługi obce,,FV/2545/03/2024,2024-03-31,2572.1,2572.1,2024-04-04,RZ/2024/03/3886,usługi serwisowe,
570-60-077-1-106,Zakupy IT,,FV/6696/10/2024,2024-10-01,6205.71,6205.71,2024-10-02,RZ/2024/10/4154,sprzęt komputerowy,Centrum Serwisowe
550-40-055-1-104,Reklama i marketing,,FV/7725/10/2024,2024-10-11,1393.84,1393.84,2024-10-31,WB/133-127/24/8147/2,materiały promocyjne,Biuro Administracji Sp. z o.o.
560-50-066-1-105,Transport i spedycja,,3663/2024,2024-10-14,644.97,644.97,2024-11-05,WB/133-127/24/4392/2,transport i spedycja,
550-40-055-1-104,Reklama i marketing,,7368/2024,2024-04-22,4397.92,4397.92,2024-05-19,WB/133-127/24/2380/2,kampania reklamowa,PHPU Kseromax Sp. z o.o.
580-70-088-1-107,Inne wydatki,,1159/2024,2024-04-11,530.02,530.02,2024-04-26,WB/133-127/24/9483/1,inne,Natalia Stankiewicz Merea
580-70-088-1-107,Inne wydatki,,9264/2024,2024-11-03,512.88,512.88,2024-11-14,WB/133-127/24/8368/1,niekategoryzowane wydatki,Natalia Stankiewicz Merea
540-30-044-1-103,Koszty delegacji,,2615/2024,2024-06-11,3150.12,3150.12,2024-06-29,RZ/2024/06/3968,koszty delegacji,Natalia Stankiewicz Merea
530-20-033-1-102,Usługi obce,,3560/2024,2024-08-09,2357.09,2357.09,2024-08-28,WB/133-127/24/4008/2,serwis komputerowy,
580-70-088-1-107,Inne wydatki,,4918/2024,2024-05-28,484.72,484.72,2024-06-03,RZ/2024/05/2904,niekategoryzowane wydatki,
570-60-077-1-106,Zakupy IT,,6330/2024,2024-05-28,5766.3,5766.3,2024-06-16,RZ/2024/05/2709,oprogramowanie,Centrum Serwisowe
580-70-088-1-107,Inne wydatki,,2004/2024,2024-07-10,921.03,921.03,2024-08-02,WB/133-127/24/5859/1,różne wydatki,
530-20-033-1-102,Usługi obce,,6265/2024,2024-11-09,1743.48,1743.48,2024-12-02,RZ/2024/11/9334,naprawy i konserwacja,Firma Drukarska XYZ
560-50-066-1-105,Transport i spedycja,,8426/2024,2024-01-19,1708.03,1708.03,2024-02-04,RZ/2024/01/4410,logistyka,Tech Solutions Sp. z o.o.
570-60-077-1-106,Zakupy IT,,9403/2024,2024-09-22,5781.96,5781.96,2024-10-11,WB/133-127/24/4289/1,zakupy IT,PHPU Kseromax Sp. z o.o.
550-40-055-1-104,Reklama i marketing,,FV/4198/09/2024,2024-09-08,874.8,874.8,2024-10-02,WB/133-127/24/9288/1,materiały promocyjne,Tech Solutions Sp. z o.o.
520-10-022-1-101,Zużycie materiałów biurowych,,1109/2024,2024-04-03,199.95,199.95,2024-04-28,WB/133-127/24/1605/2,materiały biurowe,
520-10-022-1-101,Zużycie materiałów biurowych,,FV/4429/05/2024,2024-05-11,386.16,386.16,2024-05-16,RZ/2024/05/2448,papier biurowy,Centrum Serwisowe
560-50-066-1-105,Transport i spedycja,,FV/745/10/2024,2024-10-12,544.73,544.73,2024-11-09,RZ/2024/10/6021,logistyka,Tech Solutions Sp. z o.o.
520-10-022-1-101,Zużycie materiałów biurowych,,FV/2005/04/2024,2024-04-18,383.68,383.68,2024-05-16,RZ/2024/04/7261,pieczątki,
530-20-033-1-102,Usługi obce,,FV/9265/05/2024,2024-05-08,1236.4,1236.4,2024-05-16,WB/133-127/24/4012/2,usługi serwisowe,MASTER BIURO S.C. MAREK KUROWSKI
550-40-055-1-104,Reklama i marketing,,956/2024,2024-07-18,2813.13,2813.13,2024-07-28,RZ/2024/07/2637,reklama i marketing,Centrum Serwisowe
530-20-033-1-102,Usługi obce,,FV/3917/09/2024,2024-09-12,1827.03,1827.03,2024-10-12,WB/133-127/24/9614/1,usługi serwisowe,Natalia Stankiewicz Merea
580-70-088-1-107,Inne wydatki,,FV/7642/06/2024,2024-06-07,956.27,956.27,2024-07-03,WB/133-127/24/8841/2,niekategoryzowane wydatki,Biuro Administracji Sp. z o.o.
530-20-033-1-102,Usługi obce,,6902/2024,2024-09-26,2568.82,2568.82,2024-10-10,RZ/2024/09/9435,usługi serwisowe,
520-10-022-1-101,Zużycie materiałów biurowych,,220/2024,2024-03-28,208.59,208.59,2024-04-20,RZ/2024/03/7670,artykuły biurowe,Firma Drukarska XYZ
560-50-066-1-105,Transport i spedycja,,8154/2024,2024-10-17,1181.81,1181.81,2024-11-06,RZ/2024/10/6336,logistyka,Centrum Serwisowe
520-10-022-1-101,Zużycie materiałów biurowych,,FV/4630/10/2024,2024-10-08,673.7,673.7,2024-10-26,RZ/2024/10/8680,papier biurowy,
570-60-077-1-106,Zakupy IT,,9990/2024,2024-01-11,8056.23,8056.23,2024-01-20,RZ/2024/01/4353,sprzęt komputerowy,Centrum Serwisowe
550-40-055-1-104,Reklama i marketing,,FV/2815/02/2024,2024-02-28,5042.63,5042.63,2024-03-21,WB/133-127/24/7140/1,kampania reklamowa,MASTER BIURO S.C. MAREK KUROWSKI
570-60-077-1-106,Zakupy IT,,FV/9026/06/2024,2024-06-19,538.28,538.28,2024-07-12,RZ/2024/06/6842,zakupy IT,Tech Solutions Sp. z o.o.
560-50-066-1-105,Transport i spedycja,,8090/2024,2024-04-29,1631.31,1631.31,2024-05-15,RZ/2024/04/1670,transport i spedycja,Firma Drukarska XYZ
550-40-055-1-104,Reklama i marketing,,8779/2024,2024-01-09,4887.07,4887.07,2024-01-25,RZ/2024/01/1484,kampania reklamowa,PHPU Kseromax Sp. z o.o.
560-50-066-1-105,Transport i spedycja,,2760/2024,2024-08-03,1275.7,1275.7,2024-08-27,RZ/2024/08/4709,logistyka,Tech Solutions Sp. z o.o.
580-70-088-1-107,Inne wydatki,,FV/1204/08/2024,2024-08-01,533.28,533.28,2024-08-02,RZ/2024/08/7894,różne wydatki,
520-10-022-1-101,Zużycie materiałów biurowych,,FV/5739/05/2024,2024-05-17,872.22,872.22,2024-06-04,RZ/2024/05/6443,artykuły biurowe,Tech Solutions Sp. z o.o.
540-30-044-1-103,Koszty delegacji,,2743/2024,2024-03-12,901.33,901.33,2024-04-03,WB/133-127/24/2032/2,koszty delegacji,PHPU Kseromax Sp. z o.o.
550-40-055-1-104,Reklama i marketing,,FV/9198/07/2024,2024-07-12,3196.0,3196.0,2024-08-05,RZ/2024/07/9767,kampania reklamowa,Centrum Serwisowe
